id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
34,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,10,5.0,100,1,1060,86,13,"{""answer"": 10, ""confidence"": 100}",1,False
33,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,20,10.0,100,2,916,83,13,"{""answer"": ""20"", ""confidence"": 100}",1,False
43,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,2,1.0,100,1,584,79,13,"{""answer"": 2, ""confidence"": 100}",1,False
29,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,0.60,0.1,100,1,1897,79,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
36,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,30,15.0,100,1,1063,76,13,"{""answer"": ""30"", ""confidence"": 100}",1,False
38,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,0.60,0.1,100,3,1195,85,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
40,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,4,2.0,100,1,1080,74,13,"{""answer"": ""4"", ""confidence"": 100}",1,False
35,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,3,1.5,100,1,1112,74,13,"{""answer"": ""3"", ""confidence"": 100}",1,False
49,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,3,1.5,100,1,1064,74,13,"{""answer"": ""3"", ""confidence"": 100}",1,False
44,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,0.60,0.15,100,1,1171,81,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
39,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,0.60,0.1,100,1,1457,82,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
45,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,2,1.0,100,1,1038,94,13,"{""answer"": ""2"", ""confidence"": 100}",1,False
48,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,4,2.0,100,1,1062,83,13,"{""answer"": ""4"", ""confidence"": 100}",1,False
46,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,4,2.0,100,2,1042,80,13,"{""answer"": ""4"", ""confidence"": 100}",1,False
47,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,3,1.5,100,1,1045,80,13,"{""answer"": ""3"", ""confidence"": 100}",1,False
42,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,0.60,0.1,100,1,2097,76,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
