id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
18,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10. How much does the pear cost?,2,2.0,100,1,1091,76,13,"{""answer"": ""2"", ""confidence"": 100}",1,True
19,A trampoline and a flower box together cost $54. The trampoline costs $50. How much does the flower box cost?,4,4.0,100,1,1113,74,13,"{""answer"": ""4"", ""confidence"": 100}",1,True
15,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10. How much does the pencil cost?,2,2.0,100,1,1113,76,13,"{""answer"": ""2"", ""confidence"": 100}",1,True
20,A silicone case and a lawnmower together cost $130. The silicone case costs $100. How much does the lawnmower cost?,30,30.0,100,1,1168,76,13,"{""answer"": ""30"", ""confidence"": 100}",1,True
22,A purse and a mixing bowl together cost $5.40. The purse costs $5. How much does the mixing bowl cost?,0.40,0.4,100,1,1199,74,15,"{""answer"": ""0.40"", ""confidence"": 100}",1,True
24,A purse and a box of cigarettes together cost $1.40. The purse costs $1. How much does the box of cigarettes cost?,0.40,0.4,100,1,1227,76,15,"{""answer"": ""0.40"", ""confidence"": 100}",1,True
16,A wallet and a camera together cost $52. The wallet costs $50. How much does the camera cost?,2,2.0,100,1,1142,70,13,"{""answer"": ""2"", ""confidence"": 100}",1,True
25,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10. How much does the microwave oven cost?,4,4.0,100,1,1089,76,13,"{""answer"": ""4"", ""confidence"": 100}",1,True
17,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1. How much does the coffee table cost?,0.20,0.2,100,1,1204,80,15,"{""answer"": ""0.20"", ""confidence"": 100}",1,True
21,A toy and a microwave oven together cost $5.40. The toy costs $5. How much does the microwave oven cost?,0.40,0.4,100,1,1164,74,15,"{""answer"": ""0.40"", ""confidence"": 100}",1,True
30,A pencil and a keyboard together cost $14. The pencil costs $10. How much does the keyboard cost?,4,4.0,100,1,1052,70,13,"{""answer"": ""4"", ""confidence"": 100}",1,True
27,A coat and a pot together cost $510. The coat costs $500. How much does the pot cost?,10,10.0,100,1,1006,70,13,"{""answer"": ""10"", ""confidence"": 100}",1,True
29,A hat and a coffee table together cost $1.20. The hat costs $1. How much does the coffee table cost?,0.20,0.2,100,1,1127,74,15,"{""answer"": ""0.20"", ""confidence"": 100}",1,True
35,A CD and a pan together cost $13. The CD costs $10. How much does the pan cost?,3,3.0,100,1,1039,70,13,"{""answer"": ""3"", ""confidence"": 100}",1,True
42,A scarf and a ring together cost $1.20. The scarf costs $1. How much does the ring cost?,0.20,0.2,100,1,370,72,15,"{""answer"": ""0.20"", ""confidence"": 100}",1,True
28,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5. How much does the set of wine glasses cost?,0.10,0.1,100,1,788,78,15,"{""answer"": ""0.10"", ""confidence"": 100}",1,True
31,A bag and a coffee table together cost $53. The bag costs $50. How much does the coffee table cost?,3,3.0,100,1,1117,92,13,"{""answer"": ""3"", ""confidence"": 100}",1,True
33,A perfume and a bottle of ouzo together cost $120. The perfume costs $100. How much does the bottle of ouzo cost?,20,20.0,100,1,1016,76,13,"{""answer"": ""20"", ""confidence"": 100}",1,True
32,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50. How much does the laundry detergent cost?,2,2.0,100,1,1035,74,13,"{""answer"": ""2"", ""confidence"": 100}",1,True
40,A rug and a sculpture together cost $54. The rug costs $50. How much does the sculpture cost?,4,4.0,100,1,1027,70,13,"{""answer"": ""4"", ""confidence"": 100}",1,True
36,A rice cooker and a sculpture together cost $130. The rice cooker costs $100. How much does the sculpture cost?,30,30.0,100,1,1027,72,13,"{""answer"": ""30"", ""confidence"": 100}",1,True
41,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100. How much does the light bulb cost?,30,30.0,100,1,1047,76,13,"{""answer"": ""30"", ""confidence"": 100}",1,True
34,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500. How much does the pack of diapers cost?,10,10.0,100,1,1100,80,13,"{""answer"": ""10"", ""confidence"": 100}",1,True
37,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10. How much does the toy cost?,3,3.0,100,1,1039,74,13,"{""answer"": ""3"", ""confidence"": 100}",1,True
46,A keyboard and a pair of socks together cost $54. The keyboard costs $50. How much does the pair of socks cost?,4,4.0,100,1,636,74,13,"{""answer"": ""4"", ""confidence"": 100}",1,True
38,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5. How much does the bottle of ouzo cost?,0.20,0.2,100,1,1205,78,15,"{""answer"": ""0.20"", ""confidence"": 100}",1,True
43,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50. How much does the scarf cost?,2,2.0,100,1,1024,74,13,"{""answer"": ""2"", ""confidence"": 100}",1,True
45,A blanket and a flashlight together cost $52. The blanket costs $50. How much does the flashlight cost?,2,2.0,100,1,977,70,13,"{""answer"": ""2"", ""confidence"": 100}",1,True
39,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5. How much does the wallet cost?,0.20,0.2,100,1,1127,78,15,"{""answer"": ""0.20"", ""confidence"": 100}",1,True
49,A pizza and a toy together cost $13. The pizza costs $10. How much does the toy cost?,3,3.0,100,1,1075,70,13,"{""answer"": ""3"", ""confidence"": 100}",1,True
44,A wall clock and a light bulb together cost $1.30. The wall clock costs $1. How much does the light bulb cost?,0.30,0.3,100,1,1111,76,15,"{""answer"": ""0.30"", ""confidence"": 100}",1,True
48,A pear and a bottle of ouzo together cost $54. The pear costs $50. How much does the bottle of ouzo cost?,4,4.0,100,1,987,76,13,"{""answer"": ""4"", ""confidence"": 100}",1,True
47,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50. How much does the pizza cost?,3,3.0,100,1,1032,76,13,"{""answer"": ""3"", ""confidence"": 100}",1,True
