id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
20,"How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?",50 minutes,70.0,100,1,310,75,18,"{""answer"": ""50 minutes"", ""confidence"": 100}",1,False
21,"How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?",8 minutes,8.0,100,1,286,72,17,"{""answer"": ""8 minutes"", ""confidence"": 100}",1,True
31,"How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?",60 days,60.0,100,1,273,75,18,"{""answer"": ""60 days"", ""confidence"": 100}",1,True
25,"How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?",6 hours,6.0,100,1,312,80,17,"{""answer"": ""6 hours"", ""confidence"": 100}",1,True
22,"How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",60 minutes,60.0,100,1,298,75,18,"{""answer"": ""60 minutes"", ""confidence"": 100}",1,True
5,"How long does it take 1 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",1 year,6.0,100,1,354,70,17,"{""answer"": ""1 year"", ""confidence"": 100}",1,False
29,"How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?",20 hours,50.0,100,2,347,77,18,"{""answer"": ""20 hours"", ""confidence"": 100}",1,False
11,"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",5 minutes,8.0,100,1,649,76,17,"{""answer"": ""5 minutes"", ""confidence"": 100}",1,False
28,"How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?",3 hours,3.0,100,1,296,70,17,"{""answer"": ""3 hours"", ""confidence"": 100}",1,True
33,"How long does it take 3 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?",1 hour,6.0,100,1,230,72,17,"{""answer"": ""1 hour"", ""confidence"": 100}",1,False
19,"How long does it take 1 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?",1 hour,8.0,100,1,552,71,25,"```json {   ""answer"": ""1 hour"",   ""confidence"": 100 } ```",1,False
30,"How long does it take 3 painters to paint 3 rooms, if it takes 4 painters 4 hours to paint 4 rooms?",3 hours,4.0,100,1,275,72,17,"{""answer"": ""3 hours"", ""confidence"": 100}",1,False
35,"How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",50 minutes,70.0,100,2,294,75,18,"{""answer"": ""50 minutes"", ""confidence"": 100}",1,False
37,"How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",40 hours,60.0,100,1,284,75,18,"{""answer"": ""40 hours"", ""confidence"": 100}",1,False
41,"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",5 minutes,7.0,100,2,280,70,17,"{""answer"": ""5 minutes"", ""confidence"": 100}",1,False
26,"How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?",20 hours,80.0,100,1,254,77,18,"{""answer"": ""20 hours"", ""confidence"": 100}",1,False
43,"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",8 minutes,8.0,100,1,279,73,17,"{""answer"": ""8 minutes"", ""confidence"": 100}",1,True
36,"How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",1 day,8.0,100,1,313,72,17,"{""answer"": ""1 day"", ""confidence"": 100}",1,False
32,"How long does it take 1 runner to clean 1 shoe, if it takes 5 runners 5 minutes to clean 5 shoes?",1 minute,5.0,100,1,391,70,25,"```json {   ""answer"": ""1 minute"",   ""confidence"": 100 } ```",1,False
45,"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",5 days,8.0,100,1,313,74,17,"{""answer"": ""5 days"", ""confidence"": 100}",1,False
38,"How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",80 minutes,80.0,100,2,269,79,18,"{""answer"": ""80 minutes"", ""confidence"": 100}",1,True
48,"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",20 minutes,80.0,100,2,256,75,18,"{""answer"": ""20 minutes"", ""confidence"": 100}",1,False
40,"How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",80 minutes,80.0,100,1,460,79,26,"```json {   ""answer"": ""80 minutes"",   ""confidence"": 100 } ```",1,True
49,"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",80 minutes,80.0,100,1,276,75,18,"{""answer"": ""80 minutes"", ""confidence"": 100}",1,True
46,"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",1 day,3.0,100,1,351,70,17,"{""answer"": ""1 day"", ""confidence"": 100}",1,False
42,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",70 minutes,70.0,100,1,507,75,18,"{""answer"": ""70 minutes"", ""confidence"": 100}",1,True
39,"How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?","80 hours (each kettle boils 1 liter in 80 hours, so 20 kettles boil 20 liters in the same time).",80.0,100,3,518,83,50,"{""answer"": ""80 hours (each kettle boils 1 liter in 80 hours, so 20 kettles boil 20 liters in the same time)."", ""confidence"": 100}",1,True
47,"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",1 hour,3.0,100,1,881,72,17,"{""answer"": ""1 hour"", ""confidence"": 100}",1,False
24,"How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?",8 seconds,8.0,100,2,1415,72,17,"{""answer"": ""8 seconds"", ""confidence"": 100}",1,True
44,"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",10 minutes,70.0,100,1,982,83,18,"{""answer"": ""10 minutes"", ""confidence"": 100}",1,False
3,"How long does it take 1 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",1 day,5.0,100,2,2275,73,17,"{""answer"": ""1 day"", ""confidence"": 100}",1,False
23,"How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?",2 minutes,7.0,100,2,2706,70,17,"{""answer"": ""2 minutes"", ""confidence"": 100}",1,False
34,"How long does it take 2 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?",2 hours,3.0,100,1,5668,70,17,"{""answer"": ""2 hours"", ""confidence"": 100}",1,False
