id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
28,"How long does it take 2 mechanics to fix 2 cars, if it takes 3 mechanics 3 hours to fix 3 cars?",2 hours,3.0,85,1,533,76,15,"{""answer"": ""2 hours"", ""confidence"": 85}",1,False
16,"How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",40 hours,70.0,85,1,1004,85,15,"{""answer"": ""40 hours"", ""confidence"": 85}",1,False
30,"How long does it take 3 painters to paint 3 rooms, if it takes 4 painters 4 hours to paint 4 rooms?",3 hours,4.0,95,1,511,76,15,"{""answer"": ""3 hours"", ""confidence"": 95}",1,False
29,"How long does it take 20 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?",50 hours,50.0,100,1,715,83,17,"{""answer"": ""50 hours"", ""confidence"": 100}",1,True
35,"How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",70 minutes,70.0,100,1,634,81,17,"{""answer"": ""70 minutes"", ""confidence"": 100}",1,True
18,"How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",1 hour,8.0,100,1,1026,76,15,"{""answer"": ""1 hour"", ""confidence"": 100}",1,False
15,"How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?",40 weeks,40.0,100,1,1102,85,16,"{""answer"": ""40 weeks"", ""confidence"": 100}",1,True
22,"How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",60 minutes,60.0,100,1,1120,81,16,"{""answer"": ""60 minutes"", ""confidence"": 100}",1,True
27,"How long does it take 30 hair stylists to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?",50 minutes,50.0,100,1,615,85,17,"{""answer"": ""50 minutes"", ""confidence"": 100}",1,True
32,"How long does it take 1 runner to clean 1 shoe, if it takes 5 runners 5 minutes to clean 5 shoes?",1 minute,5.0,100,2,606,76,16,"{""answer"": ""1 minute"", ""confidence"": 100}",1,False
24,"How long does it take 2 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?",8 seconds,8.0,100,1,739,78,16,"{""answer"": ""8 seconds"", ""confidence"": 100}",1,True
21,"How long does it take 2 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?",8 minutes,8.0,100,1,1310,76,15,"{""answer"": ""8 minutes"", ""confidence"": 100}",1,True
26,"How long does it take 20 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?",80 hours,80.0,100,1,1014,83,16,"{""answer"": ""80 hours"", ""confidence"": 100}",1,True
39,"How long does it take 20 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?",80 hours,80.0,100,1,557,89,17,"{""answer"": ""80 hours"", ""confidence"": 100}",1,True
33,"How long does it take 3 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?",6 hours,6.0,100,1,540,76,16,"{""answer"": ""6 hours"", ""confidence"": 100}",1,True
25,"How long does it take 4 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?",24 hours,6.0,85,0,570,82,16,"{""answer"": ""24 hours"", ""confidence"": 85}",1,False
36,"How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",8 days,8.0,100,1,550,78,16,"{""answer"": ""8 days"", ""confidence"": 100}",1,True
34,"How long does it take 2 machines to make 2 smartphones, if it takes 3 machines 3 hours to make 3 smartphones?",3 hours,3.0,100,2,1059,76,15,"{""answer"": ""3 hours"", ""confidence"": 100}",1,True
37,"How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",40 hours,60.0,95,2,877,81,16,"{""answer"": ""40 hours"", ""confidence"": 95}",1,False
42,"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",40 minutes,70.0,100,2,582,81,17,"{""answer"": ""40 minutes"", ""confidence"": 100}",1,False
41,"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",7 minutes,7.0,100,1,543,76,16,"{""answer"": ""7 minutes"", ""confidence"": 100}",1,True
31,"How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?",60 days,60.0,100,1,1076,81,16,"{""answer"": ""60 days"", ""confidence"": 100}",1,True
40,"How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",80 minutes,80.0,100,1,645,85,17,"{""answer"": ""80 minutes"", ""confidence"": 100}",1,True
47,"How long does it take 1 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",1 hour,3.0,85,1,530,78,15,"{""answer"": ""1 hour"", ""confidence"": 85}",1,False
23,"How long does it take 2 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?",1 minute,7.0,85,0,714,76,15,"{""answer"": ""1 minute"", ""confidence"": 85}",1,False
38,"How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",80 minutes,80.0,100,1,1060,81,16,"{""answer"": ""80 minutes"", ""confidence"": 100}",1,True
44,"How long does it take 10 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",70 minutes,70.0,100,1,838,85,17,"{""answer"": ""70 minutes"", ""confidence"": 100}",1,True
49,"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",80 minutes,80.0,100,1,594,81,17,"{""answer"": ""80 minutes"", ""confidence"": 100}",1,True
45,"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",5 days,8.0,100,2,1009,78,15,"{""answer"": ""5 days"", ""confidence"": 100}",1,False
48,"How long does it take 20 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",80 minutes,80.0,100,1,1151,81,16,"{""answer"": ""80 minutes"", ""confidence"": 100}",1,True
46,"How long does it take 1 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",PARSE_ERR,3.0,-1,1,1195,76,23,"{""answer"": ""1 day"", ""confidence"": 85} Assuming each fish eats one worm per day.",1,False
43,"How long does it take 1 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",1 minute,8.0,100,1,1115,79,15,"{""answer"": ""1 minute"", ""confidence"": 100}",1,False
