id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
31,"An orange tree is sprouting leaves. The number of leaves doubles every month. Given that it takes six months for the entire tree to be covered with leaves, how many months does it take for the tree to be half covered with leaves?",5,5.0,95,1,1652,99,14,"{""answer"": ""5"", ""confidence"": 95}",1,True
3,"A farmer is plowing a field. Each hour, the total plowed area doubles. If it takes 10 hours for the entire field to be plowed, how long would it take for half of the field to be plowed?",9 hours,9.0,95,0,5201,96,353,"{""answer"": ""9 hours"", ""confidence"": 95}",1,True
33,"A woman is in the process of growing her hair. Each year, the length of her hair doubles. If it takes six years for her hair to achieve a length of two meters, how long would it take for it to reach a length of one meter?",PARSE_ERR,5.0,-1,0,3252,100,80,,1,False
4,"The apples are dropping from an apple tree, with the total count of fallen apples doubling each day. If it requires 16 days for all the apples to drop, how many days would it take for half the apples to fall?",PARSE_ERR,15.0,-1,0,8119,95,80,,1,False
6,"A tree branch is falling, and with each passing second, the total distance it covered doubles. If it takes 6 seconds for the branch to reach the ground, how long would it take for it to cover one-half of the total distance?",PARSE_ERR,5.0,-1,0,8118,97,80,,1,False
19,"A colony of bacteria is growing on yogurt, and the size of the colony doubles daily. If it takes 4 days for the colony to completely cover the yogurt, how many days does it take for the patch to cover half of the yogurt?",PARSE_ERR,3.0,-1,0,8127,97,80,,1,False
12,"A forest is engulfed in flames. Each day, the overall area of the scorched forest doubles in size. If it takes 18 days for the entire forest to be consumed by the fire, how many days would it take for half of the forest to be burnt?",PARSE_ERR,17.0,-1,1,8139,104,80,,1,False
17,"A dust cloud hovers above the city, doubling in size each day. If it takes 12 days for the entire city to be engulfed by the cloud, how many days does it take for the cloud to cover half of the city?",PARSE_ERR,11.0,-1,1,8240,98,80,,1,False
1,"A pandemic is occurring in a state where the total number of infected individuals doubles daily. If it takes 10 days for the entire state's population to become infected, how many days would it take for half of the state's population to be infected?",PARSE_ERR,9.0,-1,1,8296,99,80,,1,False
7,"A fly is traveling from point A to point B. With each passing hour, the total distance it covered doubles. If the fly reaches point B in 12 hours, how long does it take for the fly to cover half of the distance?",11 hours,11.0,95,0,8687,97,723,"{""answer"": ""11 hours"", ""confidence"": 95}",1,True
37,"In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?",29 days,29.0,95,0,1585,108,16,"{""answer"": ""29 days"", ""confidence"": 95}",1,True
48,"A gas cylinder is experiencing a leak. With each passing hour, the total quantity of leaked gas doubles. If it requires 4 hours for the entire gas to leak out, how much time is needed for half of the gas to escape?",3 hours,3.0,95,1,1640,99,15,"{""answer"": ""3 hours"", ""confidence"": 95}",1,True
40,"A patient has been diagnosed with cancer, and the number of cancer cells doubles each week. If it takes four weeks for the cancer cells to reach a critical amount, how long will it take for the cells to reach half of that critical amount?",PARSE_ERR,3.0,-1,1,2938,97,80,,1,False
23,"There is a man who raises rabbits in a barn. Each year, the rabbit population doubles. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",PARSE_ERR,7.0,-1,0,4777,98,80,,1,False
45,"Two painters are working on painting a house. With every hour that passes, the total area they've painted doubles. If it takes 16 hours to paint the entire house, how many hours would it take for them to paint half of the house?",PARSE_ERR,15.0,-1,1,2864,99,80,,1,False
42,"During winter, the lake is gradually freezing. Each day, the ice covering the lake's surface doubles in size. If it takes 10 days for the entire surface of the lake to freeze, how long does it take for half of the lake's surface to become frozen?",PARSE_ERR,9.0,-1,0,2916,104,80,,1,False
49,"People are walking into a theater and taking their seats. The number of people in the room multiplies by two every minute. If it takes 6 minutes for all of the seats to be taken, how long does it take for half of the seats to be taken?",PARSE_ERR,5.0,-1,1,2688,102,80,,1,False
44,"Five individuals are constructing a home. Each week, the cumulative amount of bricks they place doubles. Given that it takes them 8 weeks to lay all the bricks, determine the duration required for them to lay half of the bricks.",PARSE_ERR,7.0,-1,1,3349,94,80,,1,False
47,"A forest is expanding on an island, with the area occupied by the trees doubling each year. If it takes 140 years for the entire island to be covered with trees, how many years would it take for the forest to cover half of the island?",PARSE_ERR,139.0,-1,0,3128,101,80,,1,False
35,"In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?",PARSE_ERR,8.0,-1,0,2145,90,80,,1,False
43,"During winter, snowfall is occurring and the depth of the snow cover doubles every hour. If it takes 10 hours for the snow depth to reach 2 meters, how much time is required for it to reach a depth of 1 meter?",PARSE_ERR,9.0,-1,1,6638,99,80,,1,False
38,"An elderly woman regularly feeds cats. Each day, the number of cats she feeds doubles. If she feeds 64 cats on the 6th day, on which day does she feed 32 cats?",PARSE_ERR,5.0,-1,0,7049,91,80,,1,False
41,"There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?",PARSE_ERR,39.0,-1,1,4526,95,80,,1,False
46,"A grandmother is knitting a scarf for her grandson. Each week, the scarf's length increases twofold. If it takes six weeks to complete the entire scarf, how long would it take to knit half of the scarf?",PARSE_ERR,5.0,-1,1,6203,93,80,,1,False
39,"Bamboo is growing in the garden, and its height doubles each day. It takes 5 days to reach a height of 10 meters. How long does it take for the bamboo to attain a height of 5 meters?",PARSE_ERR,4.0,-1,1,6244,96,80,,1,False
32,"An iceberg is forming and its surface doubles every year. If the iceberg takes 10 years to grow to 10 square miles, how many years are required for it to grow to 5 square miles?",PARSE_ERR,9.0,-1,1,7558,91,80,,1,False
25,"It is currently raining, causing the lake to fill up with water. The volume of water in the lake doubles every day. If it takes a total of 20 days for the lake to become completely filled, how many days would it take for the lake to reach halfway to being full?",PARSE_ERR,19.0,-1,1,12831,107,80,,1,False
30,"A factory is busy filling bags with chocolate cookies. The total number of bags filled doubles with each passing hour. Given that it takes 8 hours to fill all the bags, how much time is required to fill half of the bags?",PARSE_ERR,7.0,-1,1,11892,95,80,,1,False
