id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
41,"How long does it take 7 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",5 minutes,5.0,100,1,401,78,20," {""answer"": ""5 minutes"", ""confidence"": 100}  ",1,True
46,"How long does it take 3 fish to eat 1 worm, if it takes 3 fish 3 days to eat 3 worms?",1 day,1.0,100,1,336,78,20," {""answer"": ""1 day"", ""confidence"": 100}  ",1,True
43,"How long does it take 8 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",1 minute,1.0,100,1,392,79,20," {""answer"": ""1 minute"", ""confidence"": 100}  ",1,True
48,"How long does it take 80 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",20 minutes,20.0,100,2,348,83,21," {""answer"": ""20 minutes"", ""confidence"": 100}  ",1,True
36,"How long does it take 8 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",7 days,7.0,100,1,724,80,20," {""answer"": ""7 days"", ""confidence"": 100}  ",1,True
47,"How long does it take 3 operator to connect 1 phone call, if it takes 3 operators 3 hours to connect 3 phone calls?",1 hour,1.0,100,1,310,80,20," {""answer"": ""1 hour"", ""confidence"": 100}  ",1,True
49,"How long does it take 80 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",70 minutes,70.0,95,1,403,83,20," {""answer"": ""70 minutes"", ""confidence"": 95}  ",1,True
45,"How long does it take 8 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",5 days,5.0,90,1,340,78,19," {""answer"": ""5 days"", ""confidence"": 90}  ",1,True
42,"How long does it take 70 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",40 minutes,40.0,100,1,621,83,21," {""answer"": ""40 minutes"", ""confidence"": 100}  ",1,True
44,"How long does it take 70 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",10 minutes,10.0,100,1,568,87,21," {""answer"": ""10 minutes"", ""confidence"": 100}  ",1,True
33,"How long does it take 6 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?",1 hour,3.0,100,1,1036,78,20," {""answer"": ""1 hour"", ""confidence"": 100}  ",1,False
35,"How long does it take 70 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",50 minutes,50.0,90,1,1651,83,20," {""answer"": ""50 minutes"", ""confidence"": 90}  ",1,True
