id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
25,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,2,2.0,100,1,306,85,22," ```json {""answer"": ""2"", ""confidence"": 100} ```",1,True
18,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,1,1.0,100,1,643,82,19," {""answer"": ""1"", ""confidence"": 100}  ",1,True
15,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,2,1.0,100,1,331,84,22," ```json {""answer"": ""2"", ""confidence"": 100} ```",1,False
21,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,0.40,0.2,100,2,346,82,25," ```json {""answer"": ""0.40"", ""confidence"": 100} ```",1,False
3,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,2,1.0,100,1,378,80,22," ```json {""answer"": ""2"", ""confidence"": 100} ```",1,False
24,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,0.40,0.2,100,3,370,85,25," ```json {""answer"": ""0.40"", ""confidence"": 100} ```",1,False
26,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,4,2.0,100,1,350,81,22," ```json {""answer"": ""4"", ""confidence"": 100} ```",1,False
17,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,0.10,0.1,99,1,424,88,24," ```json {""answer"": ""0.10"", ""confidence"": 99} ```",1,True
12,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,0.20,0.1,100,1,373,88,25," ```json {""answer"": ""0.20"", ""confidence"": 100} ```",1,False
22,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,0.90,0.2,100,1,562,82,25," ```json {""answer"": ""0.90"", ""confidence"": 100} ```",1,False
7,A microwave oven and a flower box together cost $51. The microwave oven costs $50 more than the flower box. How much does the flower box cost?,1,0.5,100,1,950,83,22," ```json {""answer"": ""1"", ""confidence"": 100} ```",1,False
27,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,10,5.0,100,1,305,80,23," ```json {""answer"": ""10"", ""confidence"": 100} ```",1,False
16,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,2,1.0,100,1,968,78,22," ```json {""answer"": ""2"", ""confidence"": 100} ```",1,False
23,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,40,20.0,100,1,640,80,23," ```json {""answer"": ""40"", ""confidence"": 100} ```",1,False
34,A bottle of bath salts and a pack of diapers together cost $510. The bottle of bath salts costs $500 more than the pack of diapers. How much does the pack of diapers cost?,10,5.0,100,1,350,92,23," ```json {""answer"": ""10"", ""confidence"": 100} ```",1,False
29,A hat and a coffee table together cost $1.20. The hat costs $1 more than the coffee table. How much does the coffee table cost?,0.20,0.1,100,1,343,82,25," ```json {""answer"": ""0.20"", ""confidence"": 100} ```",1,False
28,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,0.10,0.05,100,1,317,88,25," ```json {""answer"": ""0.10"", ""confidence"": 100} ```",1,False
33,A perfume and a bottle of ouzo together cost $120. The perfume costs $100 more than the bottle of ouzo. How much does the bottle of ouzo cost?,20,10.0,100,1,369,89,23," ```json {""answer"": ""20"", ""confidence"": 100} ```",1,False
8,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,0.20,0.1,100,1,381,85,25," ```json {""answer"": ""0.20"", ""confidence"": 100} ```",1,False
31,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,3,1.5,100,1,520,81,22," ```json {""answer"": ""3"", ""confidence"": 100} ```",1,False
37,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,3,1.5,100,1,442,82,22," ```json {""answer"": ""3"", ""confidence"": 100} ```",1,False
41,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,30,15.0,100,1,309,87,23," ```json {""answer"": ""30"", ""confidence"": 100} ```",1,False
40,A rug and a sculpture together cost $54. The rug costs $50 more than the sculpture. How much does the sculpture cost?,4,2.0,100,1,317,78,22," ```json {""answer"": ""4"", ""confidence"": 100} ```",1,False
35,A CD and a pan together cost $13. The CD costs $10 more than the pan. How much does the pan cost?,3,1.5,100,1,345,78,22," ```json {""answer"": ""3"", ""confidence"": 100} ```",1,False
44,A wall clock and a light bulb together cost $1.30. The wall clock costs $1 more than the light bulb. How much does the light bulb cost?,0.30,0.15,100,1,344,84,25," ```json {""answer"": ""0.30"", ""confidence"": 100} ```",1,False
38,A speaker and a bottle of ouzo together cost $5.20. The speaker costs $5 more than the bottle of ouzo. How much does the bottle of ouzo cost?,0.20,0.1,100,1,353,88,25," ```json {""answer"": ""0.20"", ""confidence"": 100} ```",1,False
32,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,2,1.0,100,1,355,83,22," ```json {""answer"": ""2"", ""confidence"": 100} ```",1,False
47,A set of wine glasses and a pizza together cost $53. The set of wine glasses costs $50 more than the pizza. How much does the pizza cost?,3,1.5,100,1,313,84,22," ```json {""answer"": ""3"", ""confidence"": 100} ```",1,False
36,A rice cooker and a sculpture together cost $130. The rice cooker costs $100 more than the sculpture. How much does the sculpture cost?,30,15.0,100,1,860,82,23," ```json {""answer"": ""30"", ""confidence"": 100} ```",1,False
48,A pear and a bottle of ouzo together cost $54. The pear costs $50 more than the bottle of ouzo. How much does the bottle of ouzo cost?,4,2.0,100,1,395,87,22," ```json {""answer"": ""4"", ""confidence"": 100} ```",1,False
39,A set of crayons and a wallet together cost $5.20. The set of crayons costs $5 more than the wallet. How much does the wallet cost?,0.20,0.1,100,1,583,83,22," {""answer"": ""0.20"", ""confidence"": 100}  ",1,False
45,A blanket and a flashlight together cost $52. The blanket costs $50 more than the flashlight. How much does the flashlight cost?,2,1.0,100,1,583,78,22," ```json {""answer"": ""2"", ""confidence"": 100} ```",1,False
42,A scarf and a ring together cost $1.20. The scarf costs $1 more than the ring. How much does the ring cost?,0.20,0.1,100,2,520,79,25," ```json {""answer"": ""0.20"", ""confidence"": 100} ```",1,False
49,A pizza and a toy together cost $13. The pizza costs $10 more than the toy. How much does the toy cost?,3,1.5,100,1,407,78,22," ```json {""answer"": ""3"", ""confidence"": 100} ```",1,False
30,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,2,2.0,100,1,1212,78,22," ```json {""answer"": ""2"", ""confidence"": 100} ```",1,True
43,A pair of leggings and a scarf together cost $52. The pair of leggings costs $50 more than the scarf. How much does the scarf cost?,2,1.0,100,1,596,82,22," ```json {""answer"": ""2"", ""confidence"": 100} ```",1,False
46,A keyboard and a pair of socks together cost $54. The keyboard costs $50 more than the pair of socks. How much does the pair of socks cost?,3,2.0,100,2,888,84,22," ```json {""answer"": ""3"", ""confidence"": 100} ```",1,False
